Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
it 's rachel 's birthday . her parents wanted her to have fun so they went to the circus that happened to be in town that day . upon arriving at the circus they went to the ticket booth and asked how much each ticket cost . if each ticket costs $ number0 and they bought number1 tickets how much money did they spend on tickets ?,44.00 7,* number0 number1,308.0,"[64, 65, 3, 8, 43, 48, 51, 52, 53, 55, 56, 57, 63]",3,Multiplication,it 's rachel 's birthday . her parents wanted her to have fun so they went to the circus that happened to be in town that day . upon arriving at the circus they went to the ticket booth and asked how much each ticket cost . if each ticket costs $ number0 and they bought number1 tickets,how much money did they spend on tickets ?
they entered the circus tent and saw that there are number0 seating sections for the audience . if each section can accommodate number1 people how many people can the tent accommodate in total ?,4 246,* number0 number1,984.0,"[32, 4, 8, 9, 10, 11, 12, 13, 18, 21, 22, 23, 30, 31]",3,Multiplication,they entered the circus tent and saw that there are number0 seating sections for the audience . if each section can accommodate number1 people,how many people can the tent accommodate in total ?
the first act included number0 clown mobiles each stuffed with number1 clowns . how many clowns are inside all the clown mobiles combined ?,5 28,* number0 number1,140.0,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 20, 21, 22]",3,Multiplication,the first act included number0 clown mobiles each stuffed with number1 clowns .,how many clowns are inside all the clown mobiles combined ?
the next act involved several jugglers . if each juggler is juggling number0 balls at a time how many balls are needed if there are number1 jugglers putting a show at the same time ?,6 378,* number0 number1,2268.0,"[32, 33, 3, 4, 8, 11, 12, 13, 17, 24, 25, 26, 31]",3,Multiplication,the next act involved several jugglers . if each juggler is juggling number0 balls at a time,how many balls are needed if there are number1 jugglers putting a show at the same time ?
for the final act the circus brought out dancing animals wearing crowns . if each crown is made with number0 different colored feathers how many feathers are needed for number1 crowns ?,7 934,* number0 number1,6538.0,"[7, 8, 10, 11, 14, 18, 19, 20, 22, 28, 29, 30]",3,Multiplication,for the final act the circus brought out dancing animals wearing crowns . if each crown is made with number0 different colored feathers,how many feathers are needed for number1 crowns ?
amanda and her friends decided to go to an amusement park for the weekend . the nearest amusement park from their city is super fun-tastic land . if they cover a distance of number0 miles for every hour of travel and they travelled for number1 hours how far is sfl from the city ?,27 3,* number0 number1,81.0,"[32, 33, 34, 36, 43, 44, 45, 50, 51, 52]",3,Multiplication,amanda and her friends decided to go to an amusement park for the weekend . the nearest amusement park from their city is super fun-tastic land . if they cover a distance of number0 miles for every hour of travel and they travelled for number1 hours,how far is sfl from the city ?
when they got there they saw that sfl is already filled with people . every entrance has a long line with number0 people waiting to get in . if sfl has number1 entrances how many people in total are waiting to get in ?,283 5,* number0 number1,1415.0,"[32, 2, 6, 40, 41, 42, 11, 14, 20, 21, 22, 30, 31]",3,Multiplication,when they got there they saw that sfl is already filled with people . every entrance has a long line with number0 people waiting to get in . if sfl has number1 entrances,how many people in total are waiting to get in ?
determined to have fun they travelled to the next amusement park happyland . if they cover a distance of number0 feet for every minute of travel and they travelled for number1 minutes how far is happyland from sfl ?,328 9,* number0 number1,2952.0,"[35, 36, 37, 18, 19, 20, 22, 29, 30, 31]",3,Multiplication,determined to have fun they travelled to the next amusement park happyland . if they cover a distance of number0 feet for every minute of travel and they travelled for number1 minutes,how far is happyland from sfl ?
when they arrived at happyland they immediately went in and bought their tickets . if each ticket cost $ number0 and they bought number1 tickets how much did they spend on tickets ?,17.00 8,* number0 number1,136.0,"[3, 8, 10, 15, 18, 19, 20, 22, 23, 24, 29, 30, 31]",3,Multiplication,when they arrived at happyland they immediately went in and bought their tickets . if each ticket cost $ number0 and they bought number1 tickets,how much did they spend on tickets ?
he also has a section filled with short story booklets . if each booklet has number0 pages and there are number1 booklets in the short story section how many pages will jack need to go through if he plans to read them all ?,9 49,* number0 number1,441.0,"[3, 8, 40, 41, 42, 12, 14, 15, 16, 17, 19, 20, 21]",3,Multiplication,he also has a section filled with short story booklets . if each booklet has number0 pages and there are number1 booklets in the short story section,how many pages will jack need to go through if he plans to read them all ?
number0 of his favorites is a book called encyclopedia of life and everything else . the book has number1 large chapters each having number2 pages . how many pages does the encyclopedia have in total ?,1 7 566,* number1 number2,3962.0,"[0, 1, 2, 32, 4, 33, 6, 7, 34, 17, 18, 19, 20, 21, 22, 23, 24]",3,Multiplication,number0 of his favorites is a book called encyclopedia of life and everything else . the book has number1 large chapters each having number2 pages .,how many pages does the encyclopedia have in total ?
the mini library also has a section for the classics . if jack has a collection of number0 classic authors with each author having number1 books how many books does he have in the classics section ?,6 33,* number0 number1,198.0,"[33, 34, 35, 7, 12, 16, 17, 18, 19, 20, 21, 23, 24, 25]",3,Multiplication,the mini library also has a section for the classics . if jack has a collection of number0 classic authors with each author having number1 books,how many books does he have in the classics section ?
having this kind of collection made jack a fast reader . if he can read number0 books in a day how many books can he read in a year ( a year = number1 days ) ?,9 365,* number0 number1,3285.0,"[32, 33, 34, 3, 35, 10, 14, 15, 16]",3,Multiplication,having this kind of collection made jack a fast reader . if he can read number0 books in a day,how many books can he read in a year ( a year = number1 days ) ?
lexie has a lot of art materials . she needs to organize all these materials into containers . she counted her crayons and found out that she has number0 crayons which she will place in crayon boxes . every crayon box can contain number1 crayons . how many crayon boxes does she need ?,80 8,/ number0 number1,10.0,"[1, 4, 38, 9, 42, 43, 44, 50, 51, 52, 27, 28, 29]",3,Common-Division,lexie has a lot of art materials . she needs to organize all these materials into containers . she counted her crayons and found out that she has number0 crayons which she will place in crayon boxes . every crayon box can contain number1 crayons .,how many crayon boxes does she need ?
a pile of clean white paper was stacked in the corner of her room . she decided to place these papers in paper envelopes which can contain number0 white papers . how many paper envelopes does she need if she has number1 clean white papers ?,10 120,/ number1 number0,12.0,"[3, 40, 41, 42, 11, 44, 13, 12, 9, 43, 26, 27, 28, 29]",3,Common-Division,a pile of clean white paper was stacked in the corner of her room . she decided to place these papers in paper envelopes which can contain number0 white papers .,how many paper envelopes does she need if she has number1 clean white papers ?
